date,nextweek_EURCHF,USDCHF,GBPUSD,EURUSD,,USDCAD,AUDUSD,NZDUSD,,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,,USDJPY,GBPCHF
2013.03.31,1,-1,1,1,,1,-1,1,,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,,1,-1
2013.03.24,-1,1,-1,-1,,-1,-1,1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,,-1,1
2013.03.17,-1,-1,1,1,,1,1,1,,1,-1,-1,1,1,-1,1,1,-1,1,1,-1,-1,-1,1,1,1,1,-1,,-1,1
2013.03.10,1,-1,1,1,,-1,1,1,,-1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1,1,-1,1,,-1,-1
2013.03.03,-1,1,-1,-1,,1,1,-1,,1,1,1,1,1,1,1,-1,-1,1,1,-1,1,1,1,1,1,-1,1,,1,1
2013.02.24,1,1,-1,-1,,1,-1,-1,,-1,-1,1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,-1,1
2013.02.17,-1,1,-1,-1,,1,1,-1,,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,,-1,-1
2013.02.10,-1,1,-1,-1,,1,-1,1,,1,1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,,1,-1
2013.02.03,1,1,1,-1,,1,-1,-1,,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,-1,1
2013.01.27,-1,-1,-1,1,,-1,-1,1,,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,,1,-1
2013.01.20,-1,-1,-1,1,,1,-1,1,,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-1,,1,-1
2013.01.13,1,1,-1,-1,,1,-1,-1,,1,-1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,,1,1
2013.01.06,1,-1,1,1,,-1,1,1,,1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,,1,-1
2012.12.30,1,1,-1,-1,,-1,1,1,,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,,1,1
2012.12.23,1,-1,-1,1,,1,-1,-1,,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,,1,-1
2012.12.16,-1,-1,-1,1,,1,-1,-1,,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,,1,-1
2012.12.09,-1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,,1,-1
2012.12.02,-1,1,1,-1,,-1,1,1,,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,,1,1
2012.11.25,1,-1,-1,1,,1,-1,-1,,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,,1,-1
2012.11.18,1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,,1,-1
2012.10.28,-1,1,-1,-1,,-1,-1,1,,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,-1,,1,1
2012.10.21,-1,1,1,-1,,1,1,1,,1,-1,1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,,1,1
2012.10.14,1,-1,-1,1,,1,1,-1,,1,1,-1,1,-1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,,1,-1
2012.10.07,1,1,-1,-1,,1,1,-1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,,-1,-1
2012.09.30,-1,-1,-1,1,,-1,-1,-1,,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,,1,-1
2012.09.23,1,1,-1,-1,,1,-1,1,,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,-1,1
2012.09.16,-1,1,1,-1,,1,-1,-1,,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,-1,1
2012.09.09,-1,-1,1,1,,-1,1,1,,1,1,-1,-1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,-1,,1,-1
2012.09.02,1,-1,1,1,,-1,1,1,,1,1,-1,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,,-1,-1
2012.08.26,1,-1,1,1,,-1,-1,-1,,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,,-1,-1
2012.08.19,-1,-1,1,1,,1,-1,1,,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,-1,,-1,-1
2012.08.12,-1,-1,1,1,,-1,-1,-1,,1,1,-1,-1,-1,1,1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,,1,-1
2012.08.05,1,1,1,-1,,-1,-1,-1,,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,,-1,1
2012.07.29,-1,-1,-1,1,,-1,1,1,,1,1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,,-1,-1
2012.07.22,1,-1,1,1,,-1,1,1,,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,,-1,-1
2012.07.15,1,1,1,-1,,-1,1,1,,-1,-1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,,-1,1
2012.07.08,-1,1,1,-1,,-1,1,1,,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,,-1,1
2012.07.01,-1,1,-1,-1,,1,-1,-1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1
2012.06.24,-1,-1,1,1,,-1,1,1,,1,1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,,-1,-1
2012.06.17,1,1,-1,-1,,1,-1,-1,,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,,1,1
2012.06.10,-1,1,1,-1,,-1,1,1,,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,,-1,1
2012.06.03,1,-1,1,1,,-1,1,1,,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,,1,1
2012.05.27,-1,1,-1,-1,,1,-1,-1,,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,,-1,-1
2012.05.20,-1,1,-1,-1,,1,-1,-1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,,1,1
2012.05.13,-1,1,-1,-1,,1,-1,-1,,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,1,-1,1,,-1,-1
2012.05.06,1,1,-1,-1,,1,-1,-1,,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,,1,1
2012.04.29,1,1,-1,-1,,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,,-1,1
2012.04.22,-1,-1,1,1,,-1,1,1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,-1,1
2012.04.15,-1,-1,1,1,,-1,1,-1,,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,,1,1
2012.04.08,-1,1,-1,-1,,1,1,1,,1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,,-1,-1
2012.04.01,1,1,-1,-1,,1,-1,-1,,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,-1,1
2012.03.25,-1,-1,1,1,,1,-1,1,,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,-1,,1,1
2012.03.18,-1,-1,1,1,,1,-1,-1,,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,,-1,-1
2012.03.11,-1,-1,1,1,,1,1,1,,1,1,-1,-1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,,1,1
2012.03.04,1,1,-1,-1,,1,-1,-1,,-1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,,1,-1
2012.02.26,-1,1,-1,-1,,-1,1,-1,,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,,1,1
2012.02.19,1,-1,1,1,,1,-1,-1,,-1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,-1,,1,-1
2012.02.12,-1,1,1,-1,,-1,-1,1,,-1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,,1,1
2012.02.05,-1,-1,-1,1,,1,-1,-1,,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,,1,-1
2012.01.29,1,1,1,-1,,-1,1,1,,1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,,-1,1
2012.01.22,1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,,-1,-1
2012.01.15,-1,-1,1,1,,-1,1,1,,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,-1
2011.12.25,1,1,-1,-1,,-1,1,1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,,-1,-1
2011.12.18,-1,-1,1,1,,-1,1,1,,1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,,1,1
2011.12.11,1,1,-1,-1,,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,1,1
2011.12.04,-1,1,1,-1,,-1,-1,-1,,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,,-1,1
2011.11.27,-1,-1,1,1,,-1,1,1,,-1,1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,1,,1,-1
2011.11.20,-1,1,-1,-1,,1,-1,-1,,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,,1,-1
2011.11.13,-1,1,-1,-1,,1,-1,-1,,1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,1,,-1,1
2011.11.06,1,1,1,-1,,-1,-1,-1,,1,-1,1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,,-1,1
2011.10.30,1,1,-1,-1,,1,-1,-1,,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,,1,1
2011.10.23,-1,-1,1,1,,-1,1,1,,-1,1,-1,1,-1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,,-1,-1
2011.10.16,-1,-1,1,1,,-1,1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,,-1,-1
2011.10.09,-1,-1,1,1,,-1,1,1,,-1,1,-1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,1,,1,-1
2011.10.02,-1,1,-1,1,,-1,1,1,,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,,-1,1
2011.09.25,1,1,1,-1,,1,-1,-1,,-1,1,-1,-1,-1,-1,1,1,1,-1,1,1,1,-1,-1,-1,1,1,1,,1,1
2011.09.18,-1,1,-1,-1,,1,-1,-1,,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,-1,1,,-1,1
2011.09.11,1,-1,-1,1,,-1,-1,1,,1,1,1,-1,-1,1,-1,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,,-1,-1
2011.09.04,1,1,-1,-1,,1,-1,-1,,1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,1,1
2011.08.28,1,-1,-1,-1,,1,1,1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,,1,-1
2011.08.21,-1,1,-1,1,,-1,1,1,,1,-1,1,1,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,,-1,1
2011.08.14,1,1,1,1,,1,1,-1,,1,-1,1,1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,,-1,1
2011.08.07,1,1,-1,-1,,1,-1,-1,,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,,-1,1
2011.07.31,1,-1,-1,-1,,1,-1,-1,,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,,1,-1
2011.07.24,-1,-1,1,-1,,1,1,1,,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,,-1,-1
2011.07.17,-1,1,1,1,,-1,1,1,,1,-1,1,1,1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,,-1,1
2011.07.10,1,-1,1,-1,,-1,-1,1,,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,,-1,-1
2011.07.03,-1,-1,-1,-1,,1,-1,1,,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,,-1,-1
2011.06.26,-1,1,1,1,,-1,1,1,,1,-1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,,1,1
2011.06.19,1,-1,-1,-1,,1,-1,1,,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,-1,,1,-1
2011.06.12,-1,1,-1,-1,,1,1,-1,,1,-1,1,1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,,-1,1
2011.06.05,1,1,-1,-1,,1,-1,1,,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,,1,-1
2011.05.29,-1,-1,-1,1,,1,-1,-1,,1,1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,-1,1,,-1,-1
2011.05.22,1,-1,1,1,,1,1,1,,-1,1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,,-1,-1
2011.05.15,-1,-1,1,1,,1,1,1,,-1,1,-1,-1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,1,1,-1,,1,-1
2011.05.08,-1,1,-1,-1,,1,-1,-1,,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,,1,1
2011.05.01,-1,1,-1,-1,,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,,-1,-1
2011.04.24,-1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,1,1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,,-1,-1
2011.04.17,-1,-1,1,1,,-1,1,1,,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,,-1,1
2011.04.10,1,-1,-1,-1,,1,1,1,,-1,-1,-1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,,-1,-1
2011.04.03,-1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,1,1,1,-1,1,1,1,-1,1,1,1,1,1,-1,,1,-1
2011.03.27,-1,1,1,1,,-1,1,1,,1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,-1,,1,1
2011.03.20,1,1,-1,-1,,-1,1,1,,1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,,1,1
2011.03.13,1,-1,1,1,,1,-1,-1,,-1,1,-1,-1,-1,1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,,-1,-1
2011.03.06,-1,1,-1,-1,,1,-1,1,,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,,-1,-1
2011.02.27,-1,-1,1,1,,-1,-1,-1,,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,1,,1,1
2011.02.20,1,-1,-1,1,,-1,1,-1,,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,,-1,-1
2011.02.13,-1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,-1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,,-1,-1
2011.02.06,-1,1,-1,-1,,1,-1,-1,,1,-1,1,1,1,1,1,-1,1,1,-1,1,1,1,1,1,-1,-1,1,,1,1
2011.01.30,1,1,1,-1,,-1,1,1,,1,-1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,,1,1
2011.01.23,1,-1,-1,1,,1,1,1,,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,,-1,-1
2011.01.16,-1,-1,1,1,,1,-1,-1,,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,,-1,1
2011.01.09,1,-1,1,1,,-1,-1,1,,1,1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,-1,,-1,1
2011.01.02,1,1,1,-1,,1,-1,-1,,1,-1,1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,,1,1
2010.12.26,1,-1,1,1,,-1,1,1,,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,1,-1,,-1,-1
2010.12.19,-1,-1,-1,-1,,-1,1,1,,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,,-1,-1
2010.12.12,-1,-1,-1,-1,,1,1,-1,,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,,-1,-1
2010.12.05,-1,1,1,-1,,1,-1,-1,,-1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,-1,-1,-1,1,,1,1
2010.11.28,-1,-1,1,1,,-1,1,1,,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,,-1,-1
2010.11.21,-1,1,-1,-1,,1,-1,-1,,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,,1,-1
2010.11.14,-1,1,-1,-1,,1,-1,1,,1,-1,1,1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,1,1,-1,,1,1
2010.11.07,1,1,-1,-1,,1,-1,-1,,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,,1,1
2010.10.31,-1,-1,1,1,,-1,1,1,,-1,1,-1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,-1,,1,-1
2010.10.24,-1,1,1,-1,,-1,-1,1,,1,-1,1,1,1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,,-1,1
2010.10.17,1,1,-1,-1,,1,-1,-1,,1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,,-1,1
2010.10.10,1,-1,1,-1,,-1,1,-1,,-1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,,-1,1
2010.10.03,-1,-1,1,1,,-1,1,1,,-1,-1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,,-1,-1
2010.09.26,-1,-1,-1,1,,-1,1,1,,1,-1,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,-1,-1,1,1,1,,-1,-1
2010.09.19,1,-1,1,1,,-1,1,1,,1,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,1,1,,-1,-1
2010.09.12,1,-1,1,1,,-1,1,-1,,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,,1,1
2010.09.05,1,1,-1,-1,,-1,1,1,,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,,-1,-1
2010.08.29,-1,-1,-1,1,,-1,1,1,,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,,-1,-1
2010.08.22,-1,-1,-1,1,,1,1,1,,-1,1,-1,1,1,1,-1,1,-1,-1,1,-1,-1,-1,1,1,1,1,1,,-1,-1
2010.08.15,-1,-1,-1,-1,,1,1,-1,,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,,-1,-1
2010.08.08,-1,1,-1,-1,,1,-1,-1,,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,,1,-1
