date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,empty,sum
2016.02.15,-0.999999999995449,117.00000000001154,-131.99999999999878,-90.99999999999665,-111.00000000001664,-159.9999999999966,-14.000000000002899,-0.999999999995449,-151.99999999997436,-91.99999999999875,239.00000000001143,140.0000000000068,-39.00000000000148,102.00000000000209,,-194.99999999994515
2016.02.15,-59.99999999999339,113.00000000000753,-53.999999999998494,-81.9999999999821,-278.00000000000045,-301.00000000000193,-97.9999999999981,-87.99999999999919,-180.99999999998673,-219.99999999999886,112.000000000001,-62.99999999999084,-173.00000000000182,124.99999999999733,,-1247.9999999999463
2016.02.15,-119.00000000000244,236.99999999999832,78.99999999998464,2.999999999997449,-490.0000000000126,-343.0000000000035,-200.99999999999562,-182.99999999999983,-241.99999999998667,-149.0000000000009,-154.0000000000097,-380.00000000000256,-299.99999999999716,126.99999999999933,,-2115.000000000031
2016.02.15,-131.00000000000333,295.0000000000008,106.99999999999044,99.00000000000463,-558.9999999999984,-396.0000000000008,-258.9999999999981,-221.99999999999997,-231.99999999996555,-212.0000000000033,-293.99999999999426,-595.9999999999966,-409.9999999999966,100.00000000000009,,-2709.999999999961
2016.02.15,-90.99999999999665,168.99999999999693,26.999999999999247,137.00000000000932,-371.00000000001023,-188.99999999999295,-246.99999999999721,-224.9999999999974,33.000000000038554,-26.00000000001046,-226.99999999999943,-407.99999999998613,-253.99999999999068,117.99999999999588,,-1553.999999999941
2016.02.15,-46.999999999997044,221.00000000000452,-1.0000000000065512,148.00000000001478,-368.9999999999971,-87.0000000000033,-219.00000000000253,-192.99999999999872,-70.99999999997664,125.0,-201.00000000000674,-357.99999999999164,-146.0000000000008,107.99999999999699,,-1089.9999999999648
2016.02.15,-70.99999999999883,246.99999999999721,-22.0000000000109,218.00000000000708,-425.0000000000087,-224.99999999999432,-278.00000000000045,-276.9999999999939,100.0000000000334,-85.00000000000796,-253.99999999999866,-506.9999999999908,-305.9999999999974,153.00000000000313,,-1731.999999999961
2016.02.15,-158.99999999999804,242.00000000000887,110.99999999999443,243.00000000001543,-547.0000000000086,-292.99999999999216,-348.00000000000387,-419.9999999999982,362.00000000001785,-128.0000000000001,-461.0000000000003,-600.9999999999849,-444.9999999999932,253.0000000000032,,-2190.9999999999395
2016.02.15,-234.99999999999633,195.00000000001182,156.00000000000057,174.00000000000747,-612.0000000000125,-283.9999999999918,-373.00000000000114,-425.99999999999307,273.0000000000121,-154.00000000001057,-452.00000000000796,-612.9999999999969,-457.9999999999984,230.99999999999233,,-2577.999999999985
2016.02.15,-248.00000000000378,226.99999999999943,173.00000000000094,329.00000000000153,-662.000000000007,-393.0000000000007,-463.0000000000023,-580.9999999999982,651.0000000000016,-281.0000000000059,-641.0000000000027,-893.9999999999948,-640.0000000000006,324.00000000000205,,-3099.00000000001
2016.02.15,-220.99999999999343,327.00000000001063,132.99999999998312,375.9999999999986,-721.000000000016,-402.000000000001,-463.0000000000023,-608.9999999999928,652.0000000000082,-288.0000000000109,-635.0000000000077,-1068.9999999999866,-643.0000000000007,361.9999999999957,,-3201.0000000000155
2016.02.15,-266.999999999995,324.0000000000132,182.99999999999983,440.00000000001813,-785.9999999999978,-513.9999999999958,-529.0000000000017,-752.9999999999926,983.0000000000006,-407.0000000000107,-780.000000000003,-1175.9999999999993,-798.0000000000018,473.99999999999665,,-3605.9999999999686
2016.02.15,-320.9999999999935,351.99999999999676,201.99999999999108,419.0000000000138,-896.000000000008,-478.9999999999992,-565.9999999999999,-812.999999999997,992.0000000000151,-440.00000000001194,-787.9999999999887,-1261.000000000001,-819.0000000000026,515.9999999999942,,-3901.9999999999905
2016.02.15,-319.0000000000026,338.0000000000161,119.00000000000244,358.00000000001387,-873.0000000000126,-402.000000000001,-526.0000000000042,-741.9999999999982,821.000000000005,-432.00000000000216,-598.999999999994,-1019.9999999999986,-718.9999999999941,468.9999999999972,,-3526.999999999973
2016.02.15,-322.00000000000006,382.0000000000157,151.9999999999966,419.0000000000138,-920.0000000000097,-474.00000000000375,-560.0000000000049,-835.9999999999923,1019.0000000000143,-477.00000000000387,-712.0000000000015,-1249.9999999999955,-804.9999999999926,549.9999999999949,,-3833.9999999999686
2016.02.15,-310.9999999999946,412.9999999999967,93.99999999999409,466.00000000001086,-937.00000000001,-436.9999999999976,-578.9999999999961,-874.9999999999925,1116.0000000000282,-483.0000000000041,-687.9999999999998,-1177.9999999999902,-798.0000000000018,580.0000000000027,,-3616.9999999999536
2016.02.15,-264.999999999993,407.0000000000018,85.00000000000173,391.000000000008,-859.0000000000098,-454.9999999999983,-505.99999999999534,-758.9999999999985,884.0000000000181,-462.0000000000033,-590.0000000000016,-1401.999999999992,-732.9999999999899,517.0000000000008,,-3746.999999999951
2016.02.15,-261.99999999999557,404.0000000000044,99.99999999998899,358.9999999999982,-853.0000000000149,-447.00000000000273,-487.99999999999955,-705.9999999999956,737.0000000000321,-437.0000000000118,-577.9999999999897,-1302.0000000000032,-704.9999999999983,464.9999999999932,,-3712.999999999995
2016.02.15,-361.9999999999957,225.00000000000853,256.99999999999613,397.0000000000029,-821.000000000005,-352.99999999999443,-578.9999999999961,-778.0000000000009,981.0000000000318,-275.0000000000057,-838.9999999999898,-1658.9999999999882,-746.9999999999999,442.9999999999934,,-4109.999999999943
2016.02.15,-439.0000000000005,246.99999999999721,238.99999999998923,351.0000000000124,-954.0000000000103,-132.99999999999557,-612.0000000000015,-848.9999999999998,1007.0000000000246,-160.0000000000108,-763.0000000000026,-1655.999999999991,-625.0,500.9999999999959,,-3845.999999999993
2016.02.15,-558.9999999999984,116.00000000000499,368.9999999999971,157.00000000000713,-997.0000000000034,-9.000000000000341,-599.0000000000051,-761.999999999996,688.0000000000219,-28.000000000005798,-723.0000000000069,-1559.9999999999836,-521.9999999999914,393.9999999999944,,-4034.9999999999654
2016.02.15,-665.9999999999999,34.000000000000696,403.99999999998215,158.99999999999804,-1078.0000000000011,85.99999999999852,-673.9999999999968,-906.9999999999911,1002.9999999999983,-10.000000000005116,-773.0000000000015,-1706.9999999999918,-537.9999999999967,488.999999999995,,-4178.000000000011
2016.02.15,-661.0000000000005,34.000000000000696,390.9999999999858,138.0000000000159,-1072.0000000000064,-33.00000000000125,-663.0000000000025,-866.0000000000001,891.0000000000196,-155.00000000000114,-733.0000000000059,-1739.0000000000016,-610.99999999999,447.99999999999284,,-4630.999999999995
2016.02.15,-527.9999999999951,-163.00000000000205,272.99999999998994,209.9999999999991,-683.0000000000114,-194.99999999999318,-600.999999999996,-817.000000000001,1311.0000000000177,-297.00000000001125,-649.999999999995,-1617.9999999999861,-656.9999999999965,468.9999999999972,,-3945.9999999999836
2016.02.15,-581.9999999999936,-70.99999999999883,342.9999999999822,341.00000000001353,-853.0000000000149,-173.99999999999238,-705.9999999999956,-895.9999999999968,1295.0000000000018,-264.00000000001,-892.0000000000039,-1810.0000000000005,-765.0000000000006,429.99999999999704,,-4604.000000000013
2016.02.15,-636.9999999999986,16.000000000016,350.9999999999902,245.0000000000063,-1012.9999999999973,-78.99999999999352,-700.0000000000006,-991.9999999999928,1328.0000000000402,-219.99999999999886,-798.0000000000098,-1790.999999999987,-685.9999999999928,574.9999999999922,,-4400.999999999926
2016.02.15,-549.9999999999949,-158.99999999999804,266.999999999995,180.0000000000024,-721.000000000016,-162.9999999999967,-604.0000000000045,-902.9999999999983,1494.0000000000175,-300.00000000001137,-602.999999999998,-1563.9999999999877,-637.0000000000005,583.0000000000002,,-3679.999999999991
2016.02.15,-647.9999999999931,-312.9999999999855,424.99999999998647,268.0000000000016,-707.0000000000132,-111.0000000000042,-719.000000000003,-1003.9999999999937,1810.0000000000005,-186.00000000000705,-923.9999999999915,-1796.999999999982,-733.9999999999947,565.9999999999999,,-4073.999999999979
2016.02.15,-756.0000000000011,-156.99999999998494,522.9999999999845,260.0000000000158,-1019.9999999999986,-69.99999999999318,-792.0000000000039,-1135.9999999999925,1753.0000000000268,-172.00000000001125,-1051.0000000000018,-1961.999999999997,-789.999999999992,651.999999999997,,-4717.999999999952
2016.02.15,-781.9999999999939,-226.99999999999943,534.9999999999966,232.00000000000998,-991.0000000000085,-112.99999999999955,-799.0000000000052,-1108.9999999999934,1709.000000000005,-237.00000000000898,-1035.9999999999925,-2034.9999999999868,-823.9999999999981,603.9999999999934,,-5072.999999999981
2016.02.15,-827.0,-106.99999999999044,529.999999999986,221.00000000000452,-1175.9999999999993,-31.999999999996476,-824.999999999998,-1092.9999999999995,1392.0000000000155,-212.0000000000033,-1014.0000000000038,-1835.9999999999932,-798.0000000000018,544.0,,-5232.99999999998
2016.02.15,-897.9999999999987,-205.99999999999508,554.9999999999944,177.00000000000495,-1183.0000000000007,-19.99999999999602,-853.9999999999992,-1139.9999999999966,1532.0,-264.00000000001,-998.00000000001,-1916.999999999991,-822.0000000000027,569.9999999999927,,-5468.000000000008
2016.02.15,-947.9999999999933,-191.99999999999218,603.9999999999824,136.00000000000279,-1261.000000000001,21.000000000000796,-868.000000000002,-1247.9999999999936,1719.0000000000261,-225.9999999999991,-1022.9999999999961,-2098.999999999984,-813.0000000000024,702.9999999999981,,-5494.999999999954
2016.02.15,-1083.9999999999961,-140.99999999999113,865.999999999989,280.9999999999979,-1519.0000000000036,18.000000000000682,-1046.0000000000025,-1294.9999999999907,1496.0000000000307,-106.00000000000875,-1551.9999999999977,-2499.999999999991,-1013.9999999999958,520.9999999999936,,-7074.9999999999645
2016.02.15,-1131.9999999999998,-446.9999999999974,931.9999999999995,86.0000000000083,-1278.0000000000014,-10.99999999999568,-977.0000000000057,-1219.9999999999989,1623.0000000000189,-127.00000000000955,-1418.9999999999925,-2249.9999999999964,-959.0000000000032,514.9999999999987,,-6663.999999999974
2016.02.15,-1136.999999999999,-351.99999999999676,903.9999999999937,218.00000000000708,-1378.0000000000125,-51.9999999999925,-1048.0000000000045,-1224.9999999999984,1488.0000000000227,-207.9999999999984,-1530.9999999999934,-2163.999999999988,-1072.9999999999932,414.00000000000324,,-7143.999999999949
2016.02.15,-1151.000000000002,-523.9999999999911,880.9999999999984,99.00000000000463,-1227.0000000000002,-147.00000000000557,-995.0000000000015,-1180.9999999999986,1580.0000000000036,-353.9999999999992,-1364.999999999994,-2024.999999999988,-1078.000000000003,432.9999999999945,,-7053.999999999982
2016.02.15,-1100.9999999999964,-536.9999999999875,905.0000000000002,180.0000000000024,-1148.0000000000157,-274.0000000000009,-1002.9999999999983,-1117.9999999999968,1508.0000000000205,-403.0000000000058,-1489.000000000007,-2032.999999999996,-1176.0000000000018,332.99999999999443,,-7355.999999999989
2016.02.15,-1117.9999999999968,-524.9999999999977,893.9999999999948,255.00000000000523,-1180.0000000000032,-254.99999999999545,-1051.0000000000018,-1246.9999999999982,1835.0000000000312,-419.00000000001114,-1558.9999999999993,-2286.9999999999945,-1221.999999999994,439.99999999999596,,-7438.999999999964
2016.02.15,-1015.9999999999947,-483.99999999999557,776.9999999999833,212.00000000001216,-1073.0000000000127,-358.99999999999466,-955.0000000000058,-1144.999999999996,1724.0000000000143,-543.0000000000064,-1349.0000000000002,-2034.0000000000025,-1191.0000000000025,431.99999999999903,,-7004.000000000003
2016.02.15,-1041.000000000003,-497.99999999999847,775.9999999999989,223.00000000001762,-1094.0000000000173,-240.99999999999966,-975.0000000000036,-1168.9999999999977,1745.0000000000186,-442.0000000000073,-1347.0000000000093,-1990.9999999999873,-1128.9999999999907,439.0000000000005,,-6743.999999999978
2016.02.15,-1100.9999999999964,-445.99999999999085,817.9999999999854,236.99999999999832,-1222.9999999999964,-213.99999999999864,-1022.9999999999961,-1207.999999999998,1680.000000000037,-451.9999999999982,-1434.000000000002,-2187.99999999999,-1174.9999999999973,415.99999999999415,,-7312.999999999948
2016.02.15,-1075.0000000000036,-514.9999999999987,824.0000000000025,161.00000000001114,-1126.0000000000048,-286.9999999999919,-966.9999999999957,-1198.9999999999945,1768.0000000000362,-510.0000000000051,-1353.9999999999886,-2156.0000000000023,-1170.9999999999923,473.0000000000012,,-7133.999999999926
2016.02.15,-1102.9999999999984,-563.9999999999867,842.9999999999937,221.00000000000452,-1124.9999999999982,-283.00000000000125,-1012.9999999999973,-1166.0000000000005,1690.0000000000136,-506.0000000000002,-1445.9999999999918,-2152.9999999999827,-1215.999999999994,375.0000000000031,,-7445.999999999935
2016.02.15,-1114.9999999999993,-529.0000000000017,853.9999999999992,198.00000000000927,-1177.000000000006,-234.99999999999943,-1017.0000000000013,-1131.9999999999998,1538.0000000000393,-456.00000000000307,-1434.000000000002,-2169.999999999983,-1173.9999999999923,339.99999999999585,,-7508.999999999946
2016.02.15,-1066.0000000000002,-556.9999999999853,810.999999999984,147.00000000000824,-1072.0000000000064,-203.00000000000296,-958.0000000000033,-1108.9999999999934,1608.0000000000093,-407.0000000000107,-1329.0000000000025,-2139.9999999999864,-1085.9999999999986,383.0,,-6977.999999999989
2016.02.15,-1014.0000000000038,-587.9999999999885,792.9999999999993,157.00000000000713,-970.0000000000042,-283.00000000000125,-914.9999999999991,-1058.9999999999989,1595.0000000000132,-448.0000000000075,-1309.0000000000045,-2085.0000000000036,-1101.9999999999895,346.9999999999973,,-6880.9999999999845
2016.02.15,-966.9999999999957,-590.999999999986,804.9999999999891,156.00000000000057,-907.9999999999977,-201.99999999999818,-880.000000000003,-1027.0000000000002,1736.000000000004,-420.0000000000017,-1326.000000000005,-1885.9999999999877,-1058.9999999999975,356.9999999999962,,-6211.999999999983
2016.02.16,-1008.9999999999932,-587.9999999999885,790.0000000000018,135.00000000001845,-975.9999999999991,-269.999999999996,-878.000000000001,-1027.9999999999957,1541.0000000000146,-444.0000000000026,-1272.0000000000064,-1539.999999999986,-1075.0000000000027,322.9999999999955,,-6290.999999999942
2016.02.16,-963.9999999999982,-534.9999999999966,706.999999999991,165.9999999999995,-955.0000000000169,-186.9999999999976,-866.9999999999956,-1025.9999999999936,1505.0000000000007,-393.0000000000007,-1202.9999999999984,-1559.9999999999836,-988.9999999999901,353.99999999999875,,-5946.999999999981
2016.02.16,-995.0000000000015,-465.99999999998863,687.9999999999998,239.00000000001143,-1060.0000000000164,-189.99999999999773,-955.0000000000058,-1151.9999999999975,1739.0000000000239,-431.0000000000116,-1261.000000000001,-1539.999999999986,-1063.999999999993,441.0000000000025,,-6006.999999999961
2016.02.16,-912.0000000000017,-356.9999999999851,579.9999999999806,250.00000000001688,-1053.000000000015,-156.99999999999648,-904.0000000000048,-1091.999999999993,1572.00000000004,-424.0000000000066,-1122.0000000000007,-1591.9999999999934,-990.9999999999997,424.9999999999976,,-5776.999999999962
2016.02.16,-966.9999999999957,-533.99999999999,665.9999999999889,607.0000000000019,-961.0000000000118,-257.000000000005,-1131.9999999999998,-1223.9999999999918,2092.0000000000273,-490.99999999999966,-1635.0000000000086,-1722.9999999999857,-1317.9999999999977,302.9999999999977,,-6573.999999999969
2016.02.16,-922.999999999996,-448.000000000004,603.9999999999824,633.0000000000168,-978.0000000000122,-468.0000000000035,-1105.999999999996,-1364.999999999994,2459.000000000033,-751.000000000019,-1577.9999999999905,-2089.999999999992,-1445.999999999998,532.9999999999945,,-6923.999999999978
2016.02.16,-908.9999999999932,-421.0000000000047,575.9999999999987,619.000000000014,-978.9999999999966,-441.99999999999307,-1092.000000000004,-1288.9999999999957,2244.0000000000014,-730.000000000004,-1524.9999999999986,-2213.9999999999827,-1408.0000000000014,448.9999999999994,,-7120.999999999961
2016.02.16,-961.9999999999961,-349.99999999998363,580.999999999987,658.0000000000031,-1127.9999999999957,-338.99999999999864,-1146.999999999998,-1312.9999999999975,2102.0000000000036,-658.0000000000013,-1577.9999999999905,-1985.9999999999989,-1384.999999999991,403.99999999999324,,-7100.999999999964
2016.02.16,-988.0,-506.9999999999908,635.9999999999922,619.9999999999983,-1014.0000000000038,-382.000000000005,-1149.0,-1323.9999999999918,2290.0000000000364,-692.9999999999978,-1608.9999999999939,-967.9999999999911,-1426.0000000000018,417.99999999999613,,-6095.999999999953
2016.02.16,-1014.0000000000038,-544.9999999999955,693.9999999999947,812.0000000000127,-1019.0000000000143,-364.9999999999949,-1261.9999999999964,-1376.999999999995,2443.0000000000173,-636.0000000000099,-1900.999999999997,-1028.9999999999911,-1542.0000000000016,334.00000000000097,,-6406.999999999974
2016.02.16,-1029.9999999999975,-522.0000000000002,739.0000000000008,849.0000000000109,-1053.9999999999993,-481.9999999999993,-1295.999999999997,-1397.9999999999993,2449.0000000000123,-739.0000000000185,-2004.0000000000057,-1082.9999999999895,-1668.9999999999968,319.0000000000026,,-6920.999999999975
2016.02.16,-1090.9999999999975,-604.9999999999889,827.9999999999843,880.0000000000141,-1066.0000000000114,-484.99999999999943,-1358.0000000000036,-1405.9999999999961,2443.0000000000173,-713.0000000000081,-2164.0000000000105,-726.9999999999887,-1741.9999999999902,247.99999999999267,,-6957.999999999986
2016.02.16,-1156.9999999999968,-566.9999999999842,844.0000000000003,901.0000000000184,-1202.9999999999984,-343.0000000000035,-1419.0000000000036,-1395.9999999999973,2220.000000000022,-635.0000000000051,-2207.000000000003,-871.9999999999839,-1709.9999999999936,144.99999999999514,,-7398.999999999934
2016.02.16,-1122.0000000000007,-590.0000000000016,817.000000000001,918.0000000000188,-1123.0000000000073,-358.0000000000041,-1402.0000000000032,-1305.9999999999961,2078.000000000024,-629.0000000000049,-2194.0000000000073,-655.9999999999899,-1700.9999999999934,46.00000000000159,,-7221.999999999964
2016.02.16,-1151.000000000002,-709.9999999999884,845.9999999999912,785.0000000000134,-1048.0000000000045,-329.9999999999983,-1353.000000000004,-1300.9999999999966,2179.00000000002,-608.0000000000041,-2080.9999999999995,-568.9999999999973,-1628.9999999999907,105.99999999999498,,-6863.999999999966
2016.02.16,-1102.9999999999984,-665.0000000000044,798.9999999999942,766.0,-1022.9999999999961,-161.00000000000136,-1309.0000000000045,-1240.999999999992,2039.9999999999973,-426.00000000000193,-1995.9999999999977,-543.999999999989,-1463.9999999999986,81.9999999999932,,-6244.999999999999
2016.02.16,-1112.0000000000018,-661.9999999999848,771.9999999999949,720.0000000000095,-1035.0000000000082,-168.99999999999693,-1288.0000000000002,-1272.999999999991,2118.00000000002,-460.00000000000796,-1909.9999999999895,-592.9999999999991,-1435.0000000000023,151.9999999999966,,-6174.999999999962
2016.02.16,-1122.9999999999961,-787.9999999999887,785.9999999999978,770.000000000004,-926.0000000000045,-171.99999999999704,-1322.9999999999964,-1311.999999999991,2376.0000000000227,-463.0000000000081,-1981.0000000000105,-639.9999999999961,-1478.999999999999,159.9999999999935,,-6114.999999999969
2016.02.16,-1044.0000000000005,-741.9999999999982,718.9999999999808,958.9999999999987,-862.0000000000072,-138.9999999999958,-1365.000000000005,-1217.0000000000014,2199.0000000000177,-393.0000000000007,-2100.9999999999973,-437.99999999998283,-1497.9999999999905,-26.999999999999247,,-5948.999999999981
2016.02.16,-1054.9999999999948,-471.9999999999835,817.000000000001,1090.0000000000132,-1143.0000000000052,-156.99999999999648,-1439.0000000000014,-1447.9999999999936,2458.000000000027,-317.99999999999784,-2380.0000000000045,-651.0000000000016,-1600.999999999999,190.99999999999673,,-6107.999999999941
2016.02.16,-985.0000000000025,-215.99999999999397,673.9999999999968,1085.0000000000027,-1296.0000000000082,-117.00000000000443,-1387.000000000005,-1434.9999999999975,2201.000000000031,-343.0000000000035,-2178.9999999999977,-605.9999999999955,-1512.0000000000005,241.00000000000233,,-5874.999999999975
2016.02.16,-975.9999999999991,113.00000000000753,626.9999999999998,1234.0000000000018,-1599.000000000017,-125.0,-1456.9999999999973,-1403.999999999994,1679.0000000000305,-394.00000000000546,-2292.000000000005,-475.99999999998755,-1598.9999999999895,97.9999999999981,,-6570.999999999956
2016.02.16,-959.9999999999942,-69.9999999999923,593.9999999999834,641.0000000000027,-1385.9999999999984,159.00000000000603,-1136.999999999999,-1405.0000000000007,1973.0000000000025,-105.00000000000398,-1575.9999999999995,-512.9999999999857,-1028.9999999999964,546.000000000002,,-4267.999999999974
2016.02.16,-975.0000000000036,-333.9999999999899,588.9999999999951,607.0000000000019,-1150.0000000000066,343.0000000000035,-1129.0000000000023,-1279.9999999999923,1975.0000000000157,68.9999999999884,-1561.9999999999968,-370.00000000000364,-887.999999999991,391.9999999999924,,-3712.9999999999895
2016.02.16,-883.0000000000005,-302.9999999999866,520.9999999999936,656.0000000000122,-1062.0000000000073,317.99999999999784,-1090.000000000002,-1219.9999999999989,1921.000000000017,90.99999999999397,-1488.0000000000005,-347.9999999999928,-852.9999999999944,352.9999999999922,,-3386.9999999999764
2016.02.16,-1000.9999999999964,-261.0000000000001,595.9999999999966,568.9999999999973,-1269.000000000009,534.9999999999966,-1129.9999999999977,-1273.9999999999973,1771.0000000000114,262.999999999991,-1499.000000000006,-393.99999999998323,-745.9999999999951,368.9999999999971,,-3470.9999999999945
2016.02.16,-976.9999999999945,-468.9999999999861,629.9999999999973,612.0000000000125,-1033.0000000000173,388.9999999999958,-1136.0000000000036,-1222.9999999999964,1974.000000000009,165.99999999999682,-1590.0000000000025,-343.99999999998875,-859.9999999999994,295.99999999999625,,-3564.999999999981
2016.02.16,-1053.0000000000039,-689.9999999999907,770.9999999999884,635.0000000000077,-924.0000000000136,287.9999999999967,-1202.9999999999984,-1315.999999999995,2403.000000000022,116.99999999999022,-1811.9999999999914,-373.99999999998545,-1007.9999999999956,334.00000000000097,,-3831.999999999968
2016.02.16,-1066.9999999999957,-590.999999999986,710.999999999995,775.0000000000146,-1044.0000000000005,405.00000000000114,-1290.0000000000023,-1389.9999999999911,2438.000000000029,162.9999999999967,-1885.0000000000034,-617.9999999999852,-1021.9999999999914,320.9999999999935,,-4093.9999999999245
2016.02.16,-1019.9999999999986,-771.9999999999949,683.9999999999957,677.0000000000165,-799.0000000000164,475.9999999999991,-1202.000000000003,-1340.9999999999923,2641.000000000027,263.9999999999958,-1736.000000000004,-600.9999999999849,-872.9999999999905,369.99999999999255,,-3231.9999999999577
2016.02.16,-958.9999999999987,-1350.9999999999911,709.9999999999884,246.00000000001288,-95.00000000000064,421.0000000000065,-900.9999999999962,-1147.9999999999934,3127.000000000013,305.9999999999974,-1297.999999999999,-164.99999999999292,-579.9999999999983,465.9999999999998,,-1220.9999999999525
